split_id,train_start,train_end,test_start,test_end,accuracy,strategy_return,market_return,win_rate,max_drawdown,num_trades,trade_entries,profit_factor,expectancy,sharpe,sortino,exposure
0,2024-06-25 21:00:00,2025-08-20 21:00:00,2025-08-21 21:00:00,2026-01-11 22:00:00,0.47,-0.044496153327565846,-0.0046497874699691355,0.25252525252525254,-0.05482898402243376,63,39,0.6022931471899715,-0.0006855099523842926,-2.9795804159836177,-4.011326386712809,0.6363636363636364
1,2024-11-12 22:00:00,2026-01-11 22:00:00,2026-01-12 22:00:00,2026-05-31 21:00:00,0.51,0.015661256884515806,0.0024586133420738676,0.23232323232323232,-0.02013433376901728,45,34,1.2557008764280482,0.000391609593737993,1.4967384621538307,3.1864042820619467,0.45454545454545453
