split_id,train_start,train_end,test_start,test_end,accuracy,brier_score,strategy_return,market_return,win_rate,max_drawdown,num_trades,trade_entries,profit_factor,expectancy,sharpe,sortino,exposure,net_strategy_return,net_win_rate,net_max_drawdown,net_profit_factor,net_expectancy,net_sharpe,avg_realistic_trade_cost
0,2024-06-25 21:00:00,2025-08-20 21:00:00,2025-08-21 21:00:00,2026-01-11 22:00:00,0.49,0.2626669715701589,-0.031755582511934555,-0.0047090940112614055,0.23232323232323232,-0.034278521989052235,55,48,0.6022998688861142,-0.0005464549232410001,-3.1322787267011667,-4.708229199827276,0.5555555555555556,-0.038129194206565575,0.2222222222222222,-0.040616388387228364,0.5581268126672052,-0.0006300912868773636,-3.5997856563661363,0.00012222222222222224
1,2024-11-12 22:00:00,2026-01-11 22:00:00,2026-01-12 22:00:00,2026-05-31 21:00:00,0.57,0.24750966105446218,0.0,-0.0009190229154496521,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
