split_id,train_start,train_end,test_start,test_end,accuracy,brier_score,strategy_return,market_return,win_rate,max_drawdown,num_trades,trade_entries,profit_factor,expectancy,sharpe,sortino,exposure,net_strategy_return,net_win_rate,net_max_drawdown,net_profit_factor,net_expectancy,net_sharpe,avg_realistic_trade_cost
0,2024-06-25 21:00:00,2025-08-20 21:00:00,2025-08-21 21:00:00,2026-01-11 22:00:00,0.53,0.2474989390795163,-0.415911777238146,0.07646025890584207,0.12121212121212122,-0.415911777238146,35,39,0.20143678676103238,-0.00707685265931647,-10.4991658302713,-16.985504547097833,0.35353535353535354,-0.673708819584141,0.08080808080808081,-0.673708819584141,0.06324820100368939,-0.016576852659316473,-15.468788036690892,0.011818181818181818
1,2024-11-12 22:00:00,2026-01-11 22:00:00,2026-01-12 22:00:00,2026-05-31 21:00:00,0.63,0.24202199705451627,-0.3555740671808496,0.0031412559997987533,0.09090909090909091,-0.3555740671808496,29,30,0.09556084827328581,-0.007275186461705155,-14.201560458323764,-20.87204499576386,0.29292929292929293,-0.5857240051753518,0.04040404040404041,-0.5857240051753518,0.016732142767430094,-0.01574070370308446,-17.84017397885801,0.008919191919191919
