Date,Open,High,Low,Close,Volume
2024-05-28 21:00:00,1.27602,1.27718,1.26992,1.27009,90635
2024-05-29 21:00:00,1.27034,1.27474,1.26808,1.27324,90160
2024-05-30 21:00:00,1.2732,1.27663,1.27004,1.27422,93546
2024-06-02 21:00:00,1.274,1.28091,1.26942,1.28076,91461
2024-06-03 21:00:00,1.28057,1.28176,1.27428,1.27696,104838
2024-06-04 21:00:00,1.27707,1.27954,1.27554,1.27873,91510
2024-06-05 21:00:00,1.27892,1.28092,1.27624,1.27912,85211
2024-06-06 21:00:00,1.27906,1.28218,1.2716,1.27191,103922
2024-06-09 21:00:00,1.27284,1.27375,1.2688,1.27309,86954
2024-06-10 21:00:00,1.27306,1.27516,1.27058,1.27395,88970
2024-06-11 21:00:00,1.27385,1.28606,1.27328,1.27982,116204
2024-06-12 21:00:00,1.27985,1.28077,1.27384,1.27632,96242
2024-06-13 21:00:00,1.27601,1.27638,1.2657,1.26866,108596
2024-06-16 21:00:00,1.26884,1.27097,1.2659,1.27042,70272
2024-06-17 21:00:00,1.27052,1.27208,1.26692,1.27081,96152
2024-06-18 21:00:00,1.27052,1.274,1.27004,1.27202,60943
2024-06-19 21:00:00,1.272,1.27244,1.2655,1.26572,87356
2024-06-20 21:00:00,1.2659,1.26754,1.26222,1.26426,76899
2024-06-23 21:00:00,1.26418,1.26982,1.26328,1.2686,88430
2024-06-24 21:00:00,1.2685,1.27026,1.26704,1.26862,82483
2024-06-25 21:00:00,1.26873,1.26936,1.26156,1.26218,97703
2024-06-26 21:00:00,1.26241,1.26708,1.26128,1.264,92552
2024-06-27 21:00:00,1.2643,1.2666,1.26197,1.26454,109221
2024-06-30 21:00:00,1.26582,1.27112,1.26334,1.26501,105764
2024-07-01 21:00:00,1.2649,1.2688,1.26156,1.26852,92847
2024-07-02 21:00:00,1.26818,1.27774,1.26782,1.27428,87266
2024-07-03 21:00:00,1.27488,1.27677,1.2739,1.27588,52792
2024-07-04 21:00:00,1.27618,1.28172,1.27542,1.2815,98202
2024-07-07 21:00:00,1.2797,1.28459,1.27926,1.28063,91688
2024-07-08 21:00:00,1.28084,1.28251,1.27776,1.27866,91466
2024-07-09 21:00:00,1.27866,1.2849,1.27836,1.28482,88524
2024-07-10 21:00:00,1.2849,1.29496,1.28484,1.29141,128486
2024-07-11 21:00:00,1.29091,1.2991,1.29021,1.29884,132062
2024-07-14 21:00:00,1.29693,1.2995,1.2962,1.29682,124794
2024-07-15 21:00:00,1.29691,1.29801,1.29382,1.29737,122413
2024-07-16 21:00:00,1.29698,1.30448,1.29662,1.30084,141659
2024-07-17 21:00:00,1.30086,1.3013,1.29402,1.29434,142343
2024-07-18 21:00:00,1.2956,1.29576,1.2901,1.29149,133970
2024-07-21 21:00:00,1.29186,1.29425,1.29054,1.29336,124698
2024-07-22 21:00:00,1.29345,1.2935,1.28878,1.29072,118814
2024-07-23 21:00:00,1.29086,1.29378,1.28774,1.29068,129701
2024-07-24 21:00:00,1.29079,1.29136,1.28498,1.28506,165351
2024-07-25 21:00:00,1.28557,1.28782,1.28499,1.28666,123338
2024-07-28 21:00:00,1.28639,1.28882,1.28068,1.28616,127627
2024-07-29 21:00:00,1.28621,1.28664,1.28202,1.28358,126914
2024-07-30 21:00:00,1.2834,1.28644,1.2821,1.28562,168691
2024-07-31 21:00:00,1.28566,1.28632,1.27269,1.2739,164305
2024-08-01 21:00:00,1.27413,1.28406,1.27073,1.28054,186367
2024-08-04 21:00:00,1.28076,1.28172,1.27102,1.27766,288873
2024-08-05 21:00:00,1.2771,1.2803,1.26728,1.26916,225001
2024-08-06 21:00:00,1.26914,1.27361,1.26808,1.2693,175030
2024-08-07 21:00:00,1.26896,1.27526,1.2665,1.27491,173025
2024-08-08 21:00:00,1.27462,1.2774,1.27262,1.2758,139390
2024-08-11 21:00:00,1.27662,1.2794,1.27468,1.27656,121526
2024-08-12 21:00:00,1.2774,1.28733,1.27624,1.28628,133303
2024-08-13 21:00:00,1.28588,1.28686,1.28168,1.28262,140524
